StockCode,description,current_price,recommended_price,price_change_gbp,price_change_pct,price_elasticity,num_orders,annual_revenue,total_revenue_lift,pricing_action,implementation_priority
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,3.066421052631579,2.9131,-0.15332105263157914,-5.000000000000006,-0.3289710053125866,95,1451.82,-58.30655293604426,Decrease Price,Low Volume
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1.001290322580645,0.9512258064516128,-0.05006451612903229,-5.000000000000003,-0.4031309982018506,124,696.8,-58.32781055809159,Decrease Price,Medium Volume
22975,SPACEBOY CHILDRENS EGG CUP,1.544627659574468,1.4673962765957445,-0.07723138297872345,-5.0000000000000036,-0.3717744872361104,186,1624.63,-58.344919103513504,Decrease Price,Medium Volume
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.0864285714285717,1.982107142857143,-0.10432142857142868,-5.000000000000004,-0.5271140639879913,26,928.04,-58.49919956421846,Decrease Price,Low Volume
21407,BROWN CHECK CAT DOORSTOP ,5.448623188405797,5.176192028985507,-0.2724311594202904,-5.00000000000001,-0.2639169571413425,138,1421.11,-58.54628407162639,Decrease Price,Medium Volume
23433,HANGING QUILTED PATCHWORK APPLES,1.500224719101123,1.4252134831460668,-0.07501123595505632,-5.0000000000000115,-0.3856138137698618,89,1108.5800000000002,-58.548235397917495,Decrease Price,Low Volume
22686,FRENCH BLUE METAL DOOR SIGN No,1.8928481012658227,1.7982056962025315,-0.09464240506329125,-5.000000000000006,-0.3810691659138305,158,1308.38,-58.73435293727513,Decrease Price,Medium Volume
21327,SKULLS WRITING SET ,1.9820703125,1.882966796875,-0.0991035156250002,-5.000000000000009,-0.30806092115222,252,1484.13,-58.78109433524506,Decrease Price,Medium Volume
47504H,ENGLISH ROSE SPIRIT LEVEL ,1.7283898305084744,1.6419703389830507,-0.08641949152542372,-5.0,-0.3085669764530973,118,964.38,-58.89964969076367,Decrease Price,Medium Volume
15058A,BLUE POLKADOT GARDEN PARASOL,9.208988764044944,8.748539325842696,-0.4604494382022484,-5.000000000000012,-0.3662716290753208,89,1668.49,-58.906905751338684,Decrease Price,Low Volume
85227,SET OF 6 3D KIT CARDS FOR KIDS,1.1078481012658228,1.0524556962025315,-0.05539240506329124,-5.000000000000009,-0.2439379838236615,223,1368.75,-59.001591439128916,Decrease Price,Medium Volume
22757,LARGE RED BABUSHKA NOTEBOOK ,1.5358536585365854,1.4590609756097561,-0.07679268292682928,-5.000000000000001,-0.3004954964930251,163,1168.99,-59.017852789058466,Decrease Price,Medium Volume
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,4.486511627906976,4.262186046511627,-0.22432558139534908,-5.000000000000006,-0.3645025945814668,86,1509.41,-59.42567945685981,Decrease Price,Low Volume
21792,CLASSIC FRENCH STYLE BASKET GREEN ,5.041052631578947,4.789,-0.2520526315789473,-4.999999999999999,-0.3177484515563947,76,1497.72,-59.635917543017726,Decrease Price,Low Volume
21422,PORCELAIN ROSE SMALL,1.104285714285714,1.0490714285714284,-0.05521428571428566,-4.9999999999999964,-0.3331951655137605,63,1295.0,-59.669284232711064,Decrease Price,Low Volume
22799,SWEETHEART WIRE FRUIT BOWL,8.714777777777778,8.27903888888889,-0.43573888888888845,-4.999999999999995,-0.3395106626578593,89,1631.58,-59.71145616083375,Decrease Price,Low Volume
22227,HANGING HEART MIRROR DECORATION ,0.8917940199335549,0.8472043189368771,-0.044589700996677806,-5.000000000000006,-0.4085211494562645,289,1708.07,-59.899855926706934,Decrease Price,Medium Volume
21463,MIRRORED DISCO BALL ,5.799632352941177,5.509650735294118,-0.2899816176470589,-5.000000000000001,-0.6829963374329565,134,3446.9500000000003,-59.999295436058226,Decrease Price,Medium Volume
23469,CARD HOLDER LOVE BIRD SMALL,4.643611111111111,4.4114305555555555,-0.23218055555555583,-5.000000000000006,-0.2238621193757365,72,1355.24,-60.169624499514356,Decrease Price,Low Volume
22310,IVORY KNITTED MUG COSY ,2.583693693693694,2.454509009009009,-0.12918468468468491,-5.000000000000009,-0.2947435745176412,109,1296.23,-60.21394013613923,Decrease Price,Medium Volume
22600,CHRISTMAS RETROSPOT STAR WOOD,1.0698477157360406,1.0163553299492385,-0.053492385786802155,-5.0000000000000115,-0.3245501168948277,193,1544.9299999999998,-60.675605461442196,Decrease Price,Medium Volume
84818,DANISH ROSE PHOTO FRAME,1.3434,1.27623,-0.06716999999999995,-4.9999999999999964,-0.3648692058745854,99,1461.6,-60.70427601395693,Decrease Price,Low Volume
22731,3D CHRISTMAS STAMPS STICKERS ,1.5102083333333334,1.4346979166666667,-0.07551041666666669,-5.000000000000002,-0.3140525309514281,143,1536.24,-60.767539720374174,Decrease Price,Medium Volume
23086,ZINC  STAR T-LIGHT HOLDER ,1.5141666666666669,1.4384583333333334,-0.07570833333333349,-5.000000000000009,-0.3381544415108146,47,1455.18,-60.7708077279665,Decrease Price,Low Volume
10133,COLOURING PENCILS BROWN TUBE,0.6502020202020202,0.6176919191919192,-0.03251010101010099,-4.9999999999999964,-0.345325132660891,196,1544.22,-60.937082558304866,Decrease Price,Medium Volume
22176,BLUE OWL SOFT TOY,3.309661016949153,3.144177966101695,-0.16548305084745785,-5.000000000000006,-0.2677694073068937,115,1539.8300000000002,-60.99510356249576,Decrease Price,Medium Volume
22789,T-LIGHT HOLDER SWEETHEART HANGING,2.154055944055944,2.046353146853147,-0.1077027972027973,-5.000000000000004,-0.3217462668389225,138,1688.22,-61.12496763044983,Decrease Price,Medium Volume
21984,PACK OF 12 PINK PAISLEY TISSUES ,0.4686175115207373,0.44518663594470037,-0.023430875576036903,-5.000000000000009,-0.2383673718981225,213,1116.95,-61.205958439688736,Decrease Price,Medium Volume
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,4.792083333333333,4.552479166666666,-0.23960416666666706,-5.000000000000009,-0.6545163308851722,45,1783.52,-61.23547530357982,Decrease Price,Low Volume
22338,STAR DECORATION PAINTED ZINC ,0.4451871657754011,0.422927807486631,-0.02225935828877007,-5.0000000000000036,-0.3951722212230769,180,1234.6699999999998,-61.301448921718915,Decrease Price,Medium Volume
23214,JINGLE BELL HEART ANTIQUE GOLD,2.3782568807339453,2.259344036697248,-0.11891284403669733,-5.000000000000003,-0.3155346852600574,103,1705.44,-61.56028534202117,Decrease Price,Medium Volume
21809,CHRISTMAS HANGING TREE WITH BELL,0.945609756097561,0.8983292682926829,-0.047280487804878146,-5.00000000000001,-0.3078584585467359,117,1119.56,-61.6801350001964,Decrease Price,Medium Volume
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1.4922651933701658,1.4176519337016575,-0.07461325966850829,-5.0,-0.3018945879750917,178,1112.75,-61.7889409660971,Decrease Price,Medium Volume
22696,WICKER WREATH LARGE,2.343670886075949,2.2264873417721516,-0.1171835443037974,-4.999999999999998,-0.2452219529790487,151,1456.4499999999998,-62.177602360013026,Decrease Price,Medium Volume
23399,HOME SWEET HOME HANGING HEART,1.1005833333333332,1.0455541666666666,-0.055029166666666685,-5.000000000000003,-0.3782828237105352,225,1752.35,-62.24359158820412,Decrease Price,Medium Volume
22461,SAVOY ART DECO CLOCK,10.390188679245282,9.870679245283018,-0.5195094339622646,-5.000000000000004,-0.5045959878668341,53,1453.58,-62.306768094046845,Decrease Price,Low Volume
37495,FAIRY CAKE BIRTHDAY CANDLE SET,4.016630434782608,3.8157989130434777,-0.20083152173913055,-5.000000000000003,-0.2969691616635255,92,1622.24,-62.59541955225039,Decrease Price,Low Volume
23527,ANIMALS AND NATURE WALL ART,3.993061224489796,3.793408163265306,-0.19965306122449,-5.000000000000005,-0.242787703845672,48,1432.31,-62.73426163405304,Decrease Price,Low Volume
21705,BAG 500g SWIRLY MARBLES,1.8397902097902097,1.7478006993006991,-0.09198951048951054,-5.000000000000003,-0.5315900016439314,141,1462.17,-62.83283034736619,Decrease Price,Medium Volume
23119,PACK OF 6 LARGE FRUIT STRAWS ,0.7780921052631579,0.7391874999999999,-0.038904605263157976,-5.000000000000011,-0.2919015102162929,151,1402.32,-62.945033877239084,Decrease Price,Medium Volume
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,10.014827586206897,9.514086206896552,-0.5007413793103446,-4.999999999999997,-0.4574156435441165,86,1859.2,-63.03897257069765,Decrease Price,Low Volume
22676,FRENCH BLUE METAL DOOR SIGN 1,1.630742574257426,1.5492054455445545,-0.08153712871287144,-5.000000000000009,-0.3245369327330519,199,1580.89,-63.29668378097895,Decrease Price,Medium Volume
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4.369256756756757,4.150793918918919,-0.21846283783783793,-5.000000000000003,-0.2732977057649674,148,1565.83,-63.62660513468234,Decrease Price,Medium Volume
23228,FILIGREE HEART BIRD WHITE ,1.7907142857142857,1.7011785714285714,-0.08953571428571427,-5.0,-0.5255135509551925,125,1960.0,-63.730128071930906,Decrease Price,Medium Volume
21528,DAIRY MAID TRADITIONAL TEAPOT ,7.684912280701755,7.300666666666666,-0.3842456140350885,-5.00000000000001,-0.2223553588221268,111,1578.42,-63.78558508722402,Decrease Price,Medium Volume
20981,12 PENCILS TALL TUBE WOODLAND,0.9622619047619048,0.9141488095238095,-0.04811309523809526,-5.000000000000003,-0.3258925917559712,249,1742.27,-63.85310572941904,Decrease Price,Medium Volume
23348,CHILDRENS TOY COOKING UTENSIL SET,2.570982658959538,2.442433526011561,-0.1285491329479771,-5.000000000000008,-0.3203470912468742,168,1642.13,-64.15392708354034,Decrease Price,Medium Volume
21039,RED RETROSPOT SHOPPING BAG,3.0876666666666663,2.933283333333333,-0.15438333333333354,-5.000000000000007,-0.2079003320486361,90,1353.69,-64.29538941650947,Decrease Price,Low Volume
51014C,"FEATHER PEN,COAL BLACK",0.7176271186440678,0.6817457627118644,-0.03588135593220343,-5.000000000000005,-0.3324834388094888,174,1415.09,-64.37441007140981,Decrease Price,Medium Volume
85040A,S/4 PINK FLOWER CANDLES IN BOWL,2.034912280701754,1.9331666666666663,-0.10174561403508786,-5.000000000000008,-0.2593429273829978,164,1610.62,-64.74969647102648,Decrease Price,Medium Volume
22779,WOODEN OWLS LIGHT GARLAND ,4.184805194805195,3.975564935064935,-0.20924025974025984,-5.000000000000003,-0.7963767450906465,149,5802.6,-64.78634226605203,Decrease Price,Medium Volume
22816,CARD MOTORBIKE SANTA,0.4594833948339483,0.4365092250922509,-0.022974169741697414,-5.0,-0.2896391582303244,266,1706.88,-64.92077426266125,Decrease Price,Medium Volume
22472,TV DINNER TRAY DOLLY GIRL,6.159816513761467,5.851825688073394,-0.3079908256880737,-5.000000000000005,-0.3325767704129063,107,1536.91,-65.52848910622674,Decrease Price,Medium Volume
22608,PENS ASSORTED FUNKY JEWELED ,0.3293793103448276,0.3129103448275862,-0.01646896551724142,-5.000000000000012,-0.2407003890007392,144,1121.48,-65.56104387237812,Decrease Price,Medium Volume
21615,4 LAVENDER BOTANICAL DINNER CANDLES,2.0180575539568344,1.9171546762589926,-0.10090287769784179,-5.000000000000003,-0.254006752382005,135,1349.17,-65.63422096807848,Decrease Price,Medium Volume
23160,REGENCY TEA SPOON,1.485064935064935,1.4108116883116881,-0.07425324675324685,-5.000000000000006,-0.392362331383835,76,1809.48,-65.76132508116912,Decrease Price,Low Volume
22742,MAKE YOUR OWN PLAYTIME CARD KIT,3.015,2.86425,-0.15074999999999994,-4.999999999999997,-0.3056964246095484,101,1333.21,-65.86974449121325,Decrease Price,Medium Volume
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2.395869565217392,2.276076086956522,-0.11979347826086961,-5.000000000000001,-0.2096838381117709,84,1104.86,-65.8737414149897,Decrease Price,Low Volume
23559,WOODLAND BUNNIES LOLLY MAKERS,2.850236220472441,2.7077244094488186,-0.14251181102362231,-5.000000000000009,-0.2769627843284413,124,1488.65,-66.06009857320677,Decrease Price,Medium Volume
84568,GIRLS ALPHABET IRON ON PATCHES ,0.3853378378378378,0.3660709459459459,-0.019266891891891902,-5.000000000000003,-0.7553312446057345,147,2923.13,-66.26223840484687,Decrease Price,Medium Volume
84968D,SET OF 16 VINTAGE RED CUTLERY,12.196181818181817,11.586372727272725,-0.6098090909090921,-5.00000000000001,-0.312755639585293,55,1661.47,-66.32284431327001,Decrease Price,Low Volume
22530,MAGIC DRAWING SLATE DOLLY GIRL ,0.4992857142857143,0.47432142857142856,-0.024964285714285717,-5.0,-0.2554449749624038,233,1517.72,-66.5035971873356,Decrease Price,Medium Volume
21206,STRAWBERRY HONEYCOMB  GARLAND ,1.9194594594594596,1.8234864864864866,-0.09597297297297303,-5.000000000000003,-0.4592276989240604,109,1610.92,-66.51780336893478,Decrease Price,Medium Volume
22445,PENCIL CASE LIFE IS BEAUTIFUL,3.513065693430657,3.337412408759124,-0.17565328467153307,-5.000000000000006,-0.2617213934607977,130,1624.7600000000002,-66.52227229899162,Decrease Price,Medium Volume
21544,SKULLS  WATER TRANSFER TATTOOS ,1.1148863636363635,1.0591420454545453,-0.05574431818181824,-5.000000000000006,-0.3939087649720366,174,1690.23,-66.63457098832086,Decrease Price,Medium Volume
22076,6 RIBBONS EMPIRE  ,1.6120264317180617,1.5314251101321585,-0.08060132158590316,-5.000000000000005,-0.3437450809517198,225,1669.53,-66.64131166284126,Decrease Price,Medium Volume
23287,RED VINTAGE SPOT BEAKER,1.032128712871287,0.9805222772277227,-0.051606435643564375,-5.000000000000003,-0.3036034350469769,198,1613.59,-67.13096798412147,Decrease Price,Medium Volume
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1.6327127659574467,1.5510771276595743,-0.08163563829787246,-5.000000000000007,-0.232778697800875,182,1541.36,-67.2763849922079,Decrease Price,Medium Volume
21065,BOOM BOX SPEAKER GIRLS,4.404148936170213,4.183941489361702,-0.22020744680851045,-4.9999999999999964,-0.4400159937456956,90,1172.48,-67.33946946529095,Decrease Price,Low Volume
23432,PRETTY HANGING QUILTED HEARTS,1.351315789473684,1.2837499999999997,-0.0675657894736843,-5.000000000000007,-0.2027018865177195,74,1090.02,-67.38092408404287,Decrease Price,Low Volume
22154,ANGEL DECORATION 3 BUTTONS ,0.5421301775147929,0.5150236686390532,-0.02710650887573962,-4.9999999999999964,-0.3104312940775215,162,1638.35,-67.70606228724237,Decrease Price,Medium Volume
23181,BULL DOG BOTTLE TOP WALL CLOCK,9.421463414634143,8.950390243902435,-0.4710731707317084,-5.000000000000013,-0.2897972762353485,82,1733.57,-67.74402326667558,Decrease Price,Low Volume
22735,RIBBON REEL SOCKS AND MITTENS,2.533475177304964,2.406801418439716,-0.12667375886524823,-5.000000000000001,-0.2612507467829106,136,1387.46,-67.78452738518675,Decrease Price,Medium Volume
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4.996942148760331,4.747095041322314,-0.24984710743801664,-5.000000000000002,-0.2159264172184621,120,1621.76,-67.78649664951502,Decrease Price,Medium Volume
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1.98575,1.8864625,-0.09928749999999997,-4.999999999999999,-0.3091910292659736,79,1872.31,-67.7887832860389,Decrease Price,Low Volume
22714,CARD BIRTHDAY COWBOY,0.5433333333333333,0.5161666666666667,-0.027166666666666672,-5.000000000000001,-0.2893873039905594,225,1415.73,-67.8142478764304,Decrease Price,Medium Volume
23358,HOT STUFF HOT WATER BOTTLE,4.193555555555556,3.9838777777777783,-0.20967777777777785,-5.000000000000001,-0.4564670065152796,89,2012.13,-67.84118980959673,Decrease Price,Low Volume
22314,OFFICE MUG WARMER CHOC+BLUE,3.9547058823529415,3.756970588235294,-0.19773529411764734,-5.000000000000006,-0.3916459266054582,133,1762.0700000000002,-67.84560138109421,Decrease Price,Medium Volume
21207,SKULL AND CROSSBONES  GARLAND ,1.6688059701492537,1.585365671641791,-0.0834402985074627,-5.000000000000002,-0.2311306804829396,132,1686.5,-67.89279393436075,Decrease Price,Medium Volume
85132B,CHARLIE AND LOLA TABLE TINS,3.5270666666666664,3.3507133333333328,-0.17635333333333358,-5.000000000000007,-0.2752411598371184,75,1156.1699999999998,-68.08884322212094,Decrease Price,Low Volume
84813,SET OF 4 DIAMOND NAPKIN RINGS,10.532105263157897,10.005500000000001,-0.5266052631578955,-5.000000000000006,-0.2242947825459463,38,1393.79,-68.19762871428078,Decrease Price,Low Volume
23392,SPACEBOY ROCKET LOLLY MAKERS,2.683135593220339,2.548978813559322,-0.13415677966101702,-5.000000000000003,-0.2075116725522796,113,1485.43,-68.26865815693058,Decrease Price,Medium Volume
23317,BLUE REFECTORY CLOCK ,11.21156626506024,10.650987951807227,-0.5605783132530124,-5.0000000000000036,-0.2968554487970636,82,1787.41,-68.27288905810553,Decrease Price,Low Volume
21329,DINOSAURS  WRITING SET ,2.154226804123711,2.0465154639175256,-0.10771134020618556,-5.0,-0.3238818278540054,287,1728.64,-68.36385674096448,Decrease Price,Medium Volume
84880,WHITE WIRE EGG HOLDER,7.743544303797468,7.356367088607595,-0.38717721518987336,-5.0,-0.4214065324018409,76,2027.74,-68.4008511165609,Decrease Price,Low Volume
22375,AIRLINE BAG VINTAGE JET SET BROWN,5.209764705882352,4.949276470588234,-0.260488235294118,-5.000000000000008,-0.238706646082608,167,1639.29,-68.40248421562,Decrease Price,Medium Volume
22713,CARD I LOVE LONDON ,0.5386547085201794,0.5117219730941703,-0.026932735426009047,-5.000000000000014,-0.25646224437128,217,1462.56,-68.66978879940436,Decrease Price,Medium Volume
21070,VINTAGE BILLBOARD MUG ,1.6288990825688074,1.547454128440367,-0.08144495412844055,-5.000000000000011,-0.228486358174475,107,1186.23,-68.6812750819945,Decrease Price,Medium Volume
22494,EMERGENCY FIRST AID TIN ,1.905081300813008,1.8098272357723575,-0.09525406504065059,-5.00000000000001,-0.338999450396349,245,1573.52,-68.88001482423118,Decrease Price,Medium Volume
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.9213541666666667,2.7752864583333334,-0.14606770833333327,-4.999999999999997,-0.4708524609567087,94,1652.27,-69.01167642977916,Decrease Price,Low Volume
22085,PAPER CHAIN KIT SKULLS ,3.175714285714286,3.0169285714285716,-0.15878571428571453,-5.000000000000007,-0.2027628860303435,97,1566.99,-69.01861126162737,Decrease Price,Low Volume
22363,GLASS JAR MARMALADE ,3.781904761904762,3.5928095238095237,-0.1890952380952382,-5.000000000000003,-0.2141734809385699,81,1383.75,-69.29874663355288,Decrease Price,Low Volume
23217,LAUREL HEART ANTIQUE SILVER,1.5415151515151515,1.4644393939393938,-0.07707575757575769,-5.000000000000007,-0.3041621634094598,97,1613.82,-69.3210751544562,Decrease Price,Low Volume
21774,DECORATIVE CATS BATHROOM BOTTLE,1.92096256684492,1.8249144385026739,-0.09604812834224608,-5.0000000000000036,-0.3426043070677608,186,1152.4,-69.37295253737963,Decrease Price,Medium Volume
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.733739837398374,1.6470528455284552,-0.08668699186991868,-5.0,-0.318852577981016,239,1636.57,-69.45871978839405,Decrease Price,Medium Volume
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2.46728813559322,2.343923728813559,-0.1233644067796611,-5.0000000000000036,-0.2068757092624311,114,1490.89,-69.46369944328812,Decrease Price,Medium Volume
22027,TEA PARTY BIRTHDAY CARD,0.5330054644808743,0.5063551912568305,-0.026650273224043786,-5.000000000000013,-0.4044697440210867,362,1883.79,-69.6577838609339,Decrease Price,Medium Volume
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1.8833613445378152,1.7891932773109245,-0.09416806722689075,-5.0,-0.2467507028781095,118,1323.37,-70.49601019311883,Decrease Price,Medium Volume
22583,PACK OF 6 HANDBAG GIFT BOXES,3.282212389380531,3.118101769911504,-0.16411061946902672,-5.000000000000005,-0.2388057904551429,111,1572.95,-70.86445172578826,Decrease Price,Medium Volume
22675,FRENCH KITCHEN SIGN BLUE METAL,1.5485207100591716,1.471094674556213,-0.07742603550295857,-5.0,-0.2455068047888635,164,1558.91,-70.90626644011432,Decrease Price,Medium Volume
22588,CARD HOLDER GINGHAM HEART,3.496573033707865,3.3217443820224717,-0.1748286516853934,-5.000000000000004,-0.4049547673802414,175,2149.31,-70.99325466256481,Decrease Price,Medium Volume
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1.9658666666666669,1.8675733333333335,-0.09829333333333334,-5.0,-0.3568015265690281,75,1531.14,-71.39131278100051,Decrease Price,Low Volume
23096,PETIT TRAY CHIC,2.022702702702703,1.9215675675675676,-0.10113513513513528,-5.000000000000006,-0.3213704930934429,146,1759.79,-71.4704349839134,Decrease Price,Medium Volume
22754,SMALL RED BABUSHKA NOTEBOOK ,1.001296296296296,0.9512314814814811,-0.05006481481481484,-5.000000000000004,-0.2628358081444288,266,1352.1699999999998,-71.48628704507996,Decrease Price,Medium Volume
23227,FILIGREE HEART BUTTERFLY WHITE ,1.5737606837606837,1.4950726495726494,-0.07868803418803427,-5.000000000000006,-0.4529908787093955,117,2070.06,-71.49712121897456,Decrease Price,Medium Volume
21179,NO JUNK MAIL METAL SIGN,1.1959124087591242,1.136116788321168,-0.059795620437956165,-4.9999999999999964,-0.3706167227848379,266,1315.4299999999998,-71.6249164060124,Decrease Price,Medium Volume
21845,DAIRY MAID STRIPE MUG,1.0974698795180724,1.0425963855421687,-0.05487349397590369,-5.000000000000006,-0.311454675050309,82,1721.09,-71.75061159334601,Decrease Price,Low Volume
21055,TOOL BOX SOFT TOY ,10.427289719626168,9.90592523364486,-0.5213644859813087,-5.000000000000003,-0.2247050896829061,105,1782.54,-71.80756866775337,Decrease Price,Medium Volume
85132A,CHARLIE + LOLA BISCUITS TINS,5.088918918918919,4.834472972972973,-0.25444594594594605,-5.000000000000002,-0.4854571513624048,110,1565.6699999999998,-71.8532189349699,Decrease Price,Medium Volume
22208,WOOD STAMP SET THANK YOU,1.2702405498281786,1.2067285223367696,-0.06351202749140894,-5.000000000000001,-0.2273879910725431,280,1576.47,-71.946324026561,Decrease Price,Medium Volume
22733,3D TRADITIONAL CHRISTMAS STICKERS,1.5160696517412935,1.4402661691542287,-0.07580348258706482,-5.000000000000009,-0.3928849870561628,197,2095.08,-72.12024356803782,Decrease Price,Medium Volume
22306,SILVER MUG BONE CHINA TREE OF LIFE,1.8321739130434784,1.7405652173913044,-0.091608695652174,-5.000000000000004,-0.3105427657339619,111,1428.57,-72.13917593241166,Decrease Price,Medium Volume
22458,CAST IRON HOOK GARDEN FORK,3.5356521739130438,3.3588695652173914,-0.17678260869565232,-5.0000000000000036,-0.222988604192346,23,1421.83,-72.24926640127819,Decrease Price,Low Volume
20985,HEART CALCULATOR,1.634642857142857,1.5529107142857141,-0.08173214285714292,-5.0000000000000036,-0.2027015337453079,131,1545.59,-72.50737859678364,Decrease Price,Medium Volume
23145,ZINC T-LIGHT HOLDER STAR LARGE,1.0791764705882354,1.0252176470588237,-0.053958823529411726,-4.9999999999999964,-0.3566602749858215,169,1979.48,-72.57432209477774,Decrease Price,Medium Volume
23500,KEY RING BASEBALL BOOT ASSORTED ,1.3798130841121494,1.3108224299065419,-0.06899065420560757,-5.000000000000007,-0.3004460699992765,98,2044.58,-72.64903347027669,Decrease Price,Low Volume
21534,DAIRY MAID LARGE MILK JUG,5.440740740740741,5.168703703703703,-0.2720370370370375,-5.000000000000009,-0.2610566825985506,155,1908.88,-72.79973176001077,Decrease Price,Medium Volume
37327,ASSTD MULTICOLOUR CIRCLES MUG,1.637738095238095,1.5558511904761902,-0.08188690476190486,-5.000000000000006,-0.4216674597297105,81,840.47,-72.88612774640546,Decrease Price,Low Volume
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,0.9124124513618675,0.8667918287937741,-0.045620622568093405,-5.000000000000003,-0.2272392798695967,247,1820.46,-73.06455013712916,Decrease Price,Medium Volume
35924,HANGING FAIRY CAKE DECORATION,2.546081081081081,2.418777027027027,-0.1273040540540542,-5.000000000000006,-0.2858387399585437,72,1484.3,-73.06570059583842,Decrease Price,Low Volume
21619,4 VANILLA BOTANICAL CANDLES,1.9742857142857144,1.8755714285714287,-0.09871428571428575,-5.000000000000002,-0.2276508084637186,164,1481.4,-73.21221319316109,Decrease Price,Medium Volume
47570B,TEA TIME TABLE CLOTH,11.450645161290325,10.878112903225809,-0.5725322580645162,-5.0,-0.3134076026855908,31,1727.23,-73.30545777700502,Decrease Price,Low Volume
22398,MAGNETS PACK OF 4 SWALLOWS,0.769604743083004,0.7311245059288537,-0.038480237154150276,-5.00000000000001,-0.2501757932301074,248,1589.51,-73.32294185594466,Decrease Price,Medium Volume
22332,SKULLS PARTY BAG + STICKER SET,1.7977333333333332,1.7078466666666665,-0.08988666666666667,-5.0,-0.2033721848757046,148,1679.65,-73.36168940480242,Decrease Price,Medium Volume
20961,STRAWBERRY BATH SPONGE ,1.789047619047619,1.699595238095238,-0.08945238095238106,-5.000000000000006,-0.3317467400062114,228,1749.18,-73.4837867252492,Decrease Price,Medium Volume
22474,SPACEBOY TV DINNER TRAY,6.867651515151515,6.524268939393939,-0.3433825757575759,-5.000000000000003,-0.2984183747016026,132,1636.27,-73.55272324821705,Decrease Price,Medium Volume
22198,LARGE POPCORN HOLDER ,2.232558139534884,2.12093023255814,-0.1116279069767443,-5.0000000000000036,-0.3630260840958813,86,1870.91,-73.55860083625726,Decrease Price,Low Volume
22609,PENS ASSORTED SPACEBALL,0.415759493670886,0.3949715189873417,-0.02078797468354432,-5.000000000000004,-0.3992531183033138,155,1381.78,-73.5901611613765,Decrease Price,Medium Volume
21394,RED POLKADOT BEAKER ,0.6057251908396946,0.5754389312977098,-0.030286259541984717,-4.999999999999998,-0.3761589125829601,131,1603.77,-73.72754365983289,Decrease Price,Medium Volume
22419,LIPSTICK PEN RED,0.6006405693950178,0.5706085409252668,-0.03003202846975095,-5.00000000000001,-0.2449076480677131,272,1676.88,-73.92824577890562,Decrease Price,Medium Volume
23538,WALL ART VINTAGE HEART,5.753939393939394,5.466242424242424,-0.28769696969697023,-5.000000000000009,-0.2058495531483354,32,1334.49,-73.9413549186902,Decrease Price,Low Volume
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2.006747967479675,1.906410569105691,-0.10033739837398392,-5.000000000000009,-0.3620243485392712,119,2009.95,-73.94309120852277,Decrease Price,Medium Volume
23090,VINTAGE GLASS T-LIGHT HOLDER,0.9780392156862744,0.9291372549019606,-0.04890196078431375,-5.000000000000003,-0.3113169585515883,149,1870.86,-73.98489521544133,Decrease Price,Medium Volume
22471,TV DINNER TRAY AIR HOSTESS ,5.723490566037735,5.437316037735848,-0.2861745283018866,-4.999999999999997,-0.384594435901826,105,1506.97,-73.9910566331835,Decrease Price,Medium Volume
22594,CHRISTMAS GINGHAM TREE,1.1763959390862944,1.1175761421319796,-0.05881979695431472,-5.0,-0.3754131986123508,196,1905.77,-74.0268872193322,Decrease Price,Medium Volume
22312,OFFICE MUG WARMER POLKADOT,3.601459854014599,3.4213868613138687,-0.18007299270073007,-5.0000000000000036,-0.342757794354283,131,1962.29,-74.09008842106982,Decrease Price,Medium Volume
21578,WOODLAND DESIGN  COTTON TOTE BAG,2.5789147286821708,2.449968992248062,-0.12894573643410867,-5.000000000000005,-0.2252063248836008,127,1664.51,-74.09318191272585,Decrease Price,Medium Volume
22291,HANGING CHICK CREAM DECORATION,1.626299212598425,1.5449842519685038,-0.08131496062992127,-5.000000000000002,-0.272045980586712,120,1946.62,-74.17292856772107,Decrease Price,Medium Volume
22832,BROCANTE SHELF WITH HOOKS,11.533157894736842,10.9565,-0.5766578947368419,-4.999999999999998,-0.2098011759013854,76,1781.82,-74.21446512764359,Decrease Price,Low Volume
22071,SMALL WHITE RETROSPOT MUG IN BOX ,3.869438202247191,3.6759662921348313,-0.19347191011235987,-5.000000000000008,-0.461705368773984,86,1388.05,-74.33237765881711,Decrease Price,Low Volume
